Loading net-file from 'lust.net.xml' ... done (1011ms).
Loading additional-files from 'vtypes.add.xml' ... done (3ms).
Loading additional-files from 'busstops.add.xml' ... done (7ms).
Loading additional-files from 'e1detectors.add.xml' ... done (41ms).
Loading additional-files from 'lust.poly.xml' ... done (57ms).
Loading additional-files from 'tll.static.xml' ... done (10ms).
Warning: Unsafe green phase 2 in tlLogic '-30132', program '0'. Lane '--31508#2_0' is targeted by 2 'G'-links. (use 'g' instead)
Warning: Unsafe green phase 2 in tlLogic '-30132', program '1'. Lane '--31508#2_0' is targeted by 2 'G'-links. (use 'g' instead)
Loading route-files incrementally from 'buslines.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.0.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.1.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.2.rou.xml'
Loading route-files incrementally from 'transit.rou.xml'
Loading done.
Simulation version 1.26.0 started with time: 0.00.
Warning: Vehicle '0BEtoLU.2' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=483.00.
Warning: Vehicle 'carIn14918:1' performs emergency braking on lane '-30706#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27673.00.
Warning: Vehicle '7FRtoBE.247' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27676.00.
Warning: Vehicle 'carIn1605:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27685.00.
Warning: Vehicle 'h31241c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=27691.00.
Warning: Vehicle 'h60543c2:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27694.00.
Warning: Vehicle 'h57707c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=27709.00.
Warning: Vehicle 'carIn16179:1' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27712.00.
Warning: Vehicle 'carIn33626:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=27719.00.
Warning: Vehicle 'h67421c1:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27740.00.
Warning: Vehicle 'h37562c1:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27756.00.
Warning: Vehicle 'carIn31249:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=27789.00.
Warning: Vehicle 'carIn17354:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27828.00.
Warning: Vehicle 'carIn44040:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=27862.00.
Warning: Teleporting vehicle 'h56588c1:1'; waited too long (yield), lane='-32764#7_0', time=27865.00.
Warning: Vehicle 'h56588c1:1' ends teleporting on edge '-32764#1', time=27865.00.
Warning: Vehicle 'carIn39809:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=27867.00.
Warning: Teleporting vehicle 'carIn37687:1'; waited too long (jam), lane='--30964_0', time=27885.00.
Warning: Vehicle 'carIn37687:1' ends teleporting on edge '-32764#5', time=27885.00.
Warning: Teleporting vehicle 'carIn42136:1'; waited too long (yield), lane='-32764#4_0', time=27888.00.
Warning: Vehicle 'carIn42136:1' ends teleporting on edge '-32764#5', time=27888.00.
Warning: Vehicle 'h73248c1:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27889.00.
Warning: Teleporting vehicle 'h36765c1:1'; waited too long (jam), lane='-32582_0', time=27893.00.
Warning: Vehicle 'h36765c1:1' ends teleporting on edge '-32764#4', time=27893.00.
Warning: Vehicle 'carIn32172:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27895.00.
Warning: Vehicle 'h27378c2:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=27910.00.
Warning: Vehicle '7FRtoLU.300' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27911.00.
Warning: Teleporting vehicle 'carIn30409:1'; waited too long (yield), lane='-32764#5_0', time=27913.00.
Warning: Vehicle 'carIn30409:1' ends teleporting on edge '-32764#6', time=27913.00.
Warning: Vehicle 'carIn3623:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27918.00.
Warning: Vehicle '7BEtoLU.264' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27928.00.
Warning: Vehicle 'h7890c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27929.00.
Warning: Teleporting vehicle 'h9390c1:1'; waited too long (yield), lane='-32764#3_0', time=27944.00.
Warning: Vehicle 'h9390c1:1' ends teleporting on edge '-32764#4', time=27944.00.
Warning: Vehicle 'carIn13718:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=27950.00.
Warning: Vehicle 'h20123c1:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=27968.00.
Warning: Vehicle '7LUtoFR.281' performs emergency braking on lane '-32342_0' with decel=9.00, wished=4.50, severity=1.00, time=27969.00.
Warning: Vehicle 'carIn9869:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27976.00.
Warning: Teleporting vehicle 'h6008c1:1'; waited too long (jam), lane='--30608#0_0', time=27986.00.
Warning: Vehicle 'h6008c1:1' ends teleporting on edge '-32764#2', time=27986.00.
Warning: Teleporting vehicle 'carIn37617:1'; waited too long (yield), lane='-32764#1_0', time=27990.00.
Warning: Vehicle 'carIn7412:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=27998.00.
Warning: Vehicle 'carIn37617:1' ends teleporting on edge '-30426', time=28030.00.
Warning: Vehicle '7DEtoFR.265' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28039.00.
Warning: Vehicle 'carIn15081:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28053.00.
Warning: Vehicle 'carIn5276:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28055.00.
Warning: Vehicle 'h34187c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28059.00.
Warning: Vehicle 'h42432c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28073.00.
Warning: Vehicle 'carIn39330:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28076.00.
Warning: Vehicle 'h12442c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28127.00.
Warning: Vehicle 'carIn17240:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28145.00.
Warning: Vehicle 'randUni10387:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28146.00.
Warning: Vehicle '7BEtoLU.292' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28146.00.
Warning: Vehicle 'h25273c1:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28152.00.
Warning: Vehicle 'carIn14972:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28168.00.
Warning: Vehicle '7DEtoFR.282' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28168.00.
Warning: Vehicle 'carIn49331:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28173.00.
Warning: Vehicle 'carIn25027:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28194.00.
Warning: Vehicle 'h34900c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28198.00.
Warning: Vehicle 'carIn22199:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28204.00.
Warning: Vehicle 'carIn21387:1' performs emergency braking on lane '-30706#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28209.00.
Warning: Vehicle 'carIn27376:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28210.00.
Warning: Vehicle '7DEtoLU.338' performs emergency braking on lane '-31622#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28228.00.
Warning: Vehicle 'h20056c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28272.00.
Warning: Vehicle 'carIn36506:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28275.00.
Warning: Vehicle '7DEtoFR.293' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28288.00.
Warning: Vehicle 'carIn34604:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28290.00.
Warning: Vehicle 'carIn34915:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28308.00.
Warning: Vehicle '7BEtoLU.315' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28309.00.
Warning: Vehicle '7FRtoDE.322' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28314.00.
Warning: Vehicle 'carIn16487:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28337.00.
Warning: Vehicle '7LUtoBE.311' performs emergency braking on lane '-30706#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28339.00.
Warning: Vehicle 'carIn9001:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28339.00.
Warning: Vehicle 'h49034c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28341.00.
Warning: Vehicle 'h14821c1:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28343.00.
Warning: Vehicle 'carIn17533:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28348.00.
Warning: Vehicle 'carIn19097:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28352.00.
Warning: Vehicle 'h8855c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28384.00.
Warning: Vehicle 'h13192c1:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28392.00.
Warning: Vehicle 'carIn17021:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28401.00.
Warning: Vehicle 'h58218c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28402.00.
Warning: Vehicle 'h758c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28411.00.
Warning: Vehicle 'carIn35822:1' performs emergency braking on lane '--30542#1_1' with decel=9.00, wished=4.50, severity=1.00, time=28411.00.
Warning: Vehicle 'h69194c2:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28418.00.
Warning: Vehicle '7DEtoFR.304' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28419.00.
Warning: Vehicle 'h33616c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28422.00.
Warning: Vehicle 'carIn11702:1' performs emergency braking on lane ':-6990_3_0' with decel=9.00, wished=4.50, severity=1.00, time=28430.00.
Warning: Vehicle 'h24946c2:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28449.00.
Warning: Vehicle 'h64323c2:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28450.00.
Warning: Vehicle '7BEtoLU.339' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28478.00.
Warning: Vehicle 'h73722c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28497.00.
Warning: Vehicle 'carIn32208:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28508.00.
Warning: Vehicle 'h42289c2:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28537.00.
Warning: Vehicle '7DEtoFR.321' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28559.00.
Warning: Vehicle 'carIn12894:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28567.00.
Warning: Vehicle 'carIn21660:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28574.00.
Warning: Teleporting vehicle 'h51426c1:1'; waited too long (wrong lane), lane='--32674#9_1', time=28593.00.
Warning: Vehicle 'h51426c1:1' ends teleporting on edge '--31180#1', time=28593.00.
Warning: Vehicle 'carIn3926:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28599.00.
Warning: Teleporting vehicle 'h59016c1:1'; waited too long (jam), lane='--30608#0_0', time=28603.00.
Warning: Vehicle 'h59016c1:1' ends teleporting on edge '-32764#2', time=28603.00.
Warning: Teleporting vehicle 'carIn34009:1'; waited too long (wrong lane), lane='-32764#2_1', time=28616.00.
Warning: Vehicle 'carIn34009:1' ends teleporting on edge '-30426', time=28616.00.
Warning: Vehicle '7DEtoFR.330' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28644.00.
Warning: Vehicle 'h69274c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28663.00.
Warning: Vehicle '7FRtoLU.355' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28680.00.
Warning: Vehicle 'randUni9736:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=28686.00.
Warning: Vehicle '7BEtoLU.373' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28705.00.
Warning: Vehicle 'carIn2178:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28737.00.
Warning: Teleporting vehicle 'carIn30409:1'; collision with vehicle 'h49276c1:1', lane='-32764#2_0', gap=-6.00, time=28743.00, stage=move.
Warning: Vehicle 'carIn22282:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28746.00.
Warning: Vehicle 'h20952c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28749.00.
Warning: Vehicle 'carIn18211:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28750.00.
Warning: Vehicle 'carIn30409:1' ends teleporting on edge '-30426', time=28750.00.
Warning: Vehicle 'h37743c2:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28779.00.
Warning: Vehicle '7BEtoLU.389' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28791.00.
Warning: Vehicle '7DEtoFR.354' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28816.00.
Warning: Vehicle '7LUtoFR.303' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28832.00.
Warning: Vehicle '7FRtoDE.368' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28835.00.
Warning: Vehicle 'carIn18752:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28835.00.
Warning: Vehicle 'carIn42672:1' performs emergency braking on lane '-30358#2_1' with decel=9.00, wished=4.50, severity=1.00, time=28837.00.
Warning: Vehicle 'randUni19325:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28869.00.
Warning: Vehicle 'carIn45988:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28870.00.
Warning: Vehicle 'carIn9702:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28877.00.
Warning: Vehicle 'carIn17954:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28902.00.
Warning: Vehicle 'carIn3042:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28910.00.
Warning: Vehicle 'carIn7274:1' performs emergency braking on lane '-32422#2_2' with decel=9.00, wished=4.50, severity=1.00, time=28924.00.
Warning: Vehicle 'carIn283:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28928.00.
Warning: Vehicle 'h28467c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28936.00.
Warning: Vehicle '7BEtoLU.400' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28942.00.
Warning: Vehicle 'carIn48238:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28946.00.
Warning: Vehicle 'carIn12628:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28956.00.
Warning: Vehicle 'h22032c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=28968.00.
Warning: Vehicle 'h1802c1:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28970.00.
Warning: Vehicle 'carIn31315:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28987.00.
Warning: Vehicle '7DEtoFR.377' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=28995.00.
Warning: Vehicle 'carIn18414:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=28999.00.
Warning: Vehicle 'carIn8095:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29030.00.
Warning: Vehicle '7LUtoBE.313' performs emergency braking on lane '-32858#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29045.00.
Warning: Vehicle 'carIn46741:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29052.00.
Warning: Vehicle 'carIn30899:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29053.00.
Warning: Vehicle 'carIn19556:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29077.00.
Warning: Vehicle 'carIn1915:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29081.00.
Warning: Vehicle 'h32234c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29083.00.
Warning: Vehicle 'h7331c1:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29093.00.
Warning: Vehicle 'h62137c1:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29103.00.
Warning: Vehicle '7LUtoBE.325' performs emergency braking on lane '-32858#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29138.00.
Warning: Vehicle 'carIn33140:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29189.00.
Warning: Vehicle '8DEtoFR.5' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29197.00.
Warning: Vehicle 'h13171c1:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29222.00.
Warning: Vehicle 'carIn8045:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29225.00.
Warning: Vehicle 'h68230c1:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29237.00.
Warning: Vehicle 'h38536c2:1' performs emergency braking on lane ':-15184_1_0' with decel=9.00, wished=4.50, severity=1.00, time=29246.00.
Warning: Vehicle 'carIn8438:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29285.00.
Warning: Vehicle 'carIn10082:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29295.00.
Warning: Vehicle 'carIn22586:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29295.00.
Warning: Vehicle 'h48207c1:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=29299.00.
Warning: Vehicle 'carIn43693:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=29305.00.
Warning: Vehicle 'carIn47766:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29346.00.
Warning: Vehicle 'h31869c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29357.00.
Warning: Vehicle 'carIn1441:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29368.00.
Warning: Vehicle 'carIn32717:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29371.00.
Warning: Vehicle 'carIn16486:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29402.00.
Warning: Vehicle 'h14594c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29404.00.
Warning: Vehicle '8DEtoFR.28' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29407.00.
Warning: Vehicle 'h33620c1:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29418.00.
Warning: Vehicle 'carIn39520:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29422.00.
Warning: Vehicle 'carIn14642:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29436.00.
Warning: Vehicle 'h26363c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29445.00.
Warning: Vehicle 'carIn46673:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29445.00.
Warning: Vehicle '8DEtoFR.36' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29446.00.
Warning: Vehicle 'h58724c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29448.00.
Warning: Vehicle 'carIn37496:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29472.00.
Warning: Vehicle 'carIn42866:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29492.00.
Warning: Vehicle 'h73876c1:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29494.00.
Warning: Vehicle 'carIn32965:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=29508.00.
Warning: Vehicle 'carIn15634:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=29510.00.
Warning: Vehicle 'carIn8657:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29531.00.
Warning: Vehicle 'carIn12477:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29539.00.
Warning: Vehicle 'h69258c1:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=29549.00.
Warning: Vehicle 'carIn47750:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29552.00.
Warning: Vehicle 'h71869c1:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=29561.00.
Warning: Vehicle 'carIn11623:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29563.00.
Warning: Vehicle 'carIn14421:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=29564.00.
Warning: Vehicle '8FRtoBE.57' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29582.00.
Warning: Vehicle '8FRtoDE.67' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=29586.00.
